Date,Day,Open,High,Low,Close,Volume,Symbol,ReturnPct,Year,RSI,SMA_20,EMA_12,EMA_26,MACD,Signal_Line
24-04-2020,Friday,617.2431641,683.4408569,615.8945313,647.8047485,134986308,RELIANCE.NS,,2020,77.23,,1145.033466,931.3292967,213.7041691,240.688886
27-04-2020,Monday,945.1500244,957.4000244,926.2999878,929.7000122,13710536,HDFCBANK.NS,-0.890141858,2020,63.65,,1111.905242,931.208609,180.6966332,228.6904354
27-04-2020,Monday,415,429.5,409.1000061,427.2999878,35986805,AXISBANK.NS,5.78041215,2020,61.02,,1006.581357,893.8820444,112.6993124,205.4922108
27-04-2020,Monday,183.5,183.5,180.5,180.8999939,42996571,SBIN.NS,0.639774073,2020,45.9,,879.5534549,841.0685592,38.48489567,172.0907478
27-04-2020,Monday,180.25,182.3000031,179.3000031,179.8500061,13085703,ITC.NS,-0.111078559,2020,62.37,,771.9067704,792.0894071,-20.18263668,133.6360709
27-04-2020,Monday,90,91.44999695,87.75,91.02500153,18283250,WIPRO.NS,2.419129706,2020,43.55,908.4048153,667.1557291,740.1587104,-73.00298134,92.30826045
27-04-2020,Monday,2000,2085,1915.650024,2044.050049,14495247,BAJFINANCE.NS,3.430742509,2020,43.72,990.4098171,878.9856244,836.743254,42.24237043,82.29508245
27-04-2020,Monday,661.0499878,681,661.0499878,664.5999756,7183306,INFY.NS,1.003035803,2020,63.79,1014.652316,846.0032169,823.9919001,22.01131688,70.23832934
27-04-2020,Monday,488.8714294,493.7792969,482.04953,484.9451599,10074370,BHARTIARTL.NS,-0.040466459,2020,73.87,1029.897074,790.4558235,798.8773267,-8.421503169,54.50636283
27-04-2020,Monday,1832.300049,1875,1825,1836.599976,3374741,TCS.NS,0.992544955,2020,58.43,1117.283323,951.4010778,875.7456711,75.65540666,58.7361716
27-04-2020,Monday,5150.100098,5225,4991.549805,5056.350098,1432313,MARUTI.NS,0.212067732,2020,63.4,1271.288327,1582.931696,1185.420073,397.5116232,126.4912619
27-04-2020,Monday,2305,2329.399902,2283.25,2320.449951,2013715,HINDUNILVR.NS,1.635927113,2020,57.28,1354.410825,1696.396043,1269.49636,426.8996828,186.5729461
27-04-2020,Monday,473.1000061,485.7000122,467.25,483.1000061,2914569,HCLTECH.NS,3.204443453,2020,67.26,1354.308751,1509.735114,1211.244779,298.4903358,208.956424
27-04-2020,Monday,655.5765381,674.3203735,650.5477295,653.633606,58482901,RELIANCE.NS,0.899786152,2020,82.57,1363.585431,1378.02719,1169.940247,208.0869428,208.7825278
27-04-2020,Monday,861.9500122,874.9000244,852.25,855.25,4224177,LT.NS,0.475797431,2020,65.24,1154.065436,1297.59993,1146.629859,150.9700714,197.2200365
27-04-2020,Monday,339.2999878,352.8999939,338,347.8999939,38980019,ICICIBANK.NS,3.897263717,2020,57.22,1057.305431,1151.492248,1087.464683,64.02756412,170.581542
28-04-2020,Tuesday,1865,1868,1832.599976,1859.050049,2678505,TCS.NS,1.222371422,2020,64.11,1107.697933,1260.347294,1144.619155,115.728139,159.6108614
28-04-2020,Tuesday,662.8912354,665.3827515,636.4441528,652.9021606,78453401,RELIANCE.NS,-0.111904484,2020,82.78,1123.600541,1166.894196,1108.195674,58.69852261,139.4283937
28-04-2020,Tuesday,2081,2244.100098,2035,2228.100098,14756344,BAJFINANCE.NS,9.004185046,2020,50.66,1188.103046,1330.156643,1191.151557,139.0050857,139.3437321
28-04-2020,Tuesday,488.2825012,488.2825012,475.1785278,476.6999512,11729091,BHARTIARTL.NS,-1.700235289,2020,69.51,1121.010541,1198.855613,1138.229216,60.62639742,123.6002651
28-04-2020,Tuesday,5090,5120,4990.25,5052.700195,1172062,MARUTI.NS,-0.072184526,2020,68.65,1341.255314,1791.75478,1428.190029,363.5647506,171.5931622
28-04-2020,Tuesday,180,180.8000031,178.0500031,179.4499969,17802635,ITC.NS,-0.222412645,2020,51.79,1303.742813,1543.70789,1335.690768,208.0171225,178.8779543
28-04-2020,Tuesday,863.7999878,867.7000122,852.0999756,857.1500244,3772704,LT.NS,0.222160119,2020,65.44,1325.235315,1438.083603,1300.243305,137.840298,170.670423
28-04-2020,Tuesday,91.05000305,91.47499847,89,89.84999847,13329834,WIPRO.NS,-1.290857492,2020,49.7,1320.682815,1230.663049,1210.584542,20.07850686,140.5520398
28-04-2020,Tuesday,489,489,469.4500122,471.1000061,4262237,HCLTECH.NS,-2.483957741,2020,65.87,1335.245315,1113.807196,1155.807909,-42.00071355,104.0414891
28-04-2020,Tuesday,673,677,653.0499878,660.7000122,7296571,INFY.NS,-0.586813651,2020,67.79,1363.729065,1044.098398,1119.13325,-75.03485198,68.2262209
28-04-2020,Tuesday,182,185.3500061,181.1999969,184.3000031,49590230,SBIN.NS,1.879496556,2020,57.18,1270.741563,911.8217222,1049.886343,-138.064621,26.96805253
28-04-2020,Tuesday,353.75,362.8500061,350.25,359.8500061,32933194,ICICIBANK.NS,3.434898654,2020,65.14,1255.504065,826.9029966,998.7725404,-171.8695438,-12.79946673
28-04-2020,Tuesday,943.7999878,943.7999878,922,931.4000244,14720718,HDFCBANK.NS,0.182855995,2020,66.68,1277.826808,842.9794624,993.7819837,-150.8025212,-40.40007763
28-04-2020,Tuesday,2338.649902,2338.649902,2267,2289.949951,2164023,HINDUNILVR.NS,-1.314400252,2020,56.99,1300.494307,1065.590307,1089.794426,-24.20411886,-37.16088588
28-04-2020,Tuesday,438,458.3999939,435.25,455.4500122,43938246,AXISBANK.NS,6.587883271,2020,71.21,1070.449302,971.7225692,1042.805951,-71.08338142,-43.94538499
29-04-2020,Wednesday,430.75,448.8500061,425.9500122,439.1000061,61499689,AXISBANK.NS,-3.58985743,2020,59.69,976.381805,889.7806364,998.0869918,-108.3063553,-56.81757906
29-04-2020,Wednesday,353,376.5,351.6499939,370.4500122,39341745,ICICIBANK.NS,2.945673454,2020,60.41,970.7493053,809.8836173,951.5953636,-141.7117463,-73.79641251
29-04-2020,Wednesday,862,883.0499878,854,875.3499756,4837925,LT.NS,2.123309882,2020,64.27,981.8351238,819.9553647,945.9475571,-125.9921924,-84.23556849
29-04-2020,Wednesday,481.9022827,489.2149963,478.0741577,486.8592224,8371711,BHARTIARTL.NS,2.13116683,2020,60.56,963.4155849,768.7098044,911.9410138,-143.2312094,-96.03469668
29-04-2020,Wednesday,90.05000305,91.22499847,89.69999695,90.32499695,10060582,WIPRO.NS,0.528657187,2020,35.81,950.5368351,664.3429109,851.0805681,-186.7376572,-114.1752888
29-04-2020,Wednesday,666,682,658,676.5499878,8639056,INFY.NS,2.398967049,2020,60.83,891.411832,666.2209227,838.152377,-171.9314542,-125.7265219
29-04-2020,Wednesday,180.5,182.8999939,179.6499939,182.1499939,21461067,ITC.NS,1.504595706,2020,50.71,867.8742237,591.7484722,789.5596079,-197.8111357,-140.1434446
29-04-2020,Wednesday,5100,5100,5011.049805,5068.450195,1038094,MARUTI.NS,0.311714517,2020,61.36,1009.891729,1280.471814,1106.514466,173.957348,-77.32328612
29-04-2020,Wednesday,660.5596924,664.5598755,649.1762085,652.3535156,37494672,RELIANCE.NS,-0.084031736,2020,77.1,1018.674407,1183.83823,1072.872914,110.9653155,-39.6655658
29-04-2020,Wednesday,2290,2291.699951,2221,2231.75,3642151,HINDUNILVR.NS,-2.54153813,2020,35.59,877.626897,1345.055425,1158.715661,186.3397638,5.53550012
29-04-2020,Wednesday,474.7999878,501,470.2000122,491.75,3849090,HCLTECH.NS,4.383356746,2020,61.22,893.2418972,1213.777667,1109.310798,104.4668699,25.32177407
29-04-2020,Wednesday,185,191.8000031,183.5,190.1000061,57470466,SBIN.NS,3.147044469,2020,53.29,859.8893963,1056.288796,1041.221109,15.06768717,23.27095669
29-04-2020,Wednesday,935,992.7000122,934.0999756,977.0999756,27938889,HDFCBANK.NS,4.906586856,2020,62.82,904.2518951,1044.105901,1036.471396,7.634505257,20.14366641
29-04-2020,Wednesday,1874,1912.550049,1850.050049,1905.650024,4241510,TCS.NS,2.506655247,2020,60.01,975.979396,1176.651151,1100.854998,75.79615286,31.2741637
29-04-2020,Wednesday,2200.050049,2375,2200.050049,2296.449951,15060154,BAJFINANCE.NS,3.067629394,2020,51.35,1057.766893,1348.927889,1189.417587,159.5103022,56.92139141
30-04-2020,Thursday,92.5,96.30000305,91.77500153,95.47499847,17667854,WIPRO.NS,5.701634874,2020,48.01,1053.325643,1156.088983,1108.384803,47.70418032,55.07794919
30-04-2020,Thursday,184.8999939,184.8999939,180.4499969,182.0500031,30164713,ITC.NS,-0.054894783,2020,54.3,1044.435643,1006.236832,1039.76741,-33.53057787,37.35624378
30-04-2020,Thursday,506.5,565.5,501,543.5499878,8035267,HCLTECH.NS,10.53380535,2020,68.21,1025.043141,935.0542407,1003.010564,-67.95632322,16.29373038
30-04-2020,Thursday,382,392.9500122,374.1499939,380.1499939,45734705,ICICIBANK.NS,2.618432007,2020,64.2,929.5531429,849.6843566,956.8727439,-107.1883873,-8.402693165
30-04-2020,Thursday,451,461.8999939,440.3999939,444.8999939,40382553,AXISBANK.NS,1.320880827,2020,60.19,929.025642,787.4098393,918.9488365,-131.5389973,-33.02995399
30-04-2020,Thursday,193.5,195.8999939,189.6999969,190.5,63063889,SBIN.NS,0.210412353,2020,57.05,916.5956417,695.5775563,864.9896635,-169.4121072,-60.30638462
30-04-2020,Thursday,1001.400024,1019,992.0999756,1001.799988,21896567,HDFCBANK.NS,2.527889963,2020,66.94,948.1631405,742.6886996,875.1237616,-132.4350619,-74.73212008
30-04-2020,Thursday,5122,5425,5122,5358.799805,2341081,MARUTI.NS,5.72856787,2020,63.7,1172.335632,1452.859639,1207.247913,245.611726,-10.66335087
30-04-2020,Thursday,1980,2032,1942.199951,2014.449951,5915544,TCS.NS,5.709334105,2020,72.37,1248.715168,1539.258148,1267.040656,272.217492,45.9128177
30-04-2020,Thursday,2272,2272,2160,2195,8448047,HINDUNILVR.NS,-1.646689817,2020,32.52,1353.948919,1640.14151,1335.778386,304.3631246,97.60287908
30-04-2020,Thursday,664.6970215,683.4408569,657.4281006,670.2058716,71345899,RELIANCE.NS,2.736607611,2020,81.66,1353.631713,1490.920643,1286.476718,204.4439248,118.9710882
30-04-2020,Thursday,2365.050049,2418.949951,2291.149902,2318.100098,8883305,BAJFINANCE.NS,0.942765875,2020,49.52,1460.429218,1618.17902,1362.893265,255.2857559,146.2340218
30-04-2020,Thursday,890.2000122,916.7999878,884.0999756,897.5499878,6332497,LT.NS,2.536129871,2020,66.44,1251.884208,1507.313015,1328.423392,178.8896232,152.7651421
30-04-2020,Thursday,493.8283691,506.4415588,486.0739746,504.8219604,20170888,BHARTIARTL.NS,3.689513767,2020,69.95,1244.50763,1353.083622,1267.415879,85.66774359,139.3456624
30-04-2020,Thursday,700,720,698.0999756,715.5,16253821,INFY.NS,5.757152156,2020,70.47,1168.69513,1254.993834,1226.533221,28.46061322,117.1686525
04-05-2020,Monday,880,880,845,850.6500244,4678576,LT.NS,-5.225331627,2020,55.98,1186.640131,1192.787094,1198.690021,-5.902927008,92.55433662
04-05-2020,Monday,957.5,960,917.5,923,13361162,HDFCBANK.NS,-7.865840363,2020,49.73,1223.285131,1151.281388,1178.268538,-26.98715077,68.64603915
04-05-2020,Monday,1966,1966,1913.650024,1930.449951,3729348,TCS.NS,-4.169872771,2020,61.51,1270.952629,1271.153474,1233.98568,37.16779424,62.35039017
04-05-2020,Monday,424,424,399.7000122,402.7999878,37853978,AXISBANK.NS,-9.462802131,2020,46.86,1195.810128,1137.56063,1172.416369,-34.85573929,42.90916427
04-05-2020,Monday,182.4499969,183.5,178,178.8500061,58118177,SBIN.NS,-6.11548236,2020,42.6,1089.93013,990.066688,1098.818861,-108.7521731,12.57689681
04-05-2020,Monday,2130,2160,2066,2082.649902,8474573,HINDUNILVR.NS,-5.118455474,2020,31.53,1189.288876,1158.156413,1171.695234,-13.53882123,7.353753202
04-05-2020,Monday,689.7999878,701.2000122,670.3499756,673.7000122,9122740,INFY.NS,-5.842066777,2020,57.74,1213.871376,1083.624659,1134.806699,-51.18204025,-4.353405488
04-05-2020,Monday,493.1903381,530.0483398,490.6873474,522.6865845,34658164,BHARTIARTL.NS,3.538796927,2020,67.79,1212.828206,997.3264939,1089.464469,-92.13797485,-21.91031936
04-05-2020,Monday,527.5,527.5,508.2000122,514.25,7032527,HCLTECH.NS,-5.390486331,2020,59.25,1219.533206,923.0070333,1046.85599,-123.8489563,-42.29804674
04-05-2020,Monday,181.75,181.75,170.6499939,174.0500031,30294317,ITC.NS,-4.39439707,2020,36.31,1205.990707,807.7828748,982.2036943,-174.4208195,-68.72260129
04-05-2020,Monday,5096,5130.25,4840,4886.299805,1742771,MARUTI.NS,-8.817272845,2020,40.24,1440.780697,1435.247018,1271.395999,163.8510191,-22.20787721
04-05-2020,Monday,658.3195801,669.7487183,648.010437,656.1251831,53456868,RELIANCE.NS,-2.100949734,2020,74.71,1423.496957,1315.38212,1225.820383,89.56173745,0.146045725
04-05-2020,Monday,359,359,336,338.0499878,38837299,ICICIBANK.NS,-11.07457761,2020,49.01,1172.459466,1165.023331,1160.059613,4.963717842,1.109580149
04-05-2020,Monday,92.25,95.65000153,91.52500153,95.02500153,17140740,WIPRO.NS,-0.471324384,2020,42.78,1076.488218,1000.408203,1081.16816,-80.75995703,-15.26432729
04-05-2020,Monday,2200,2202.199951,2028.550049,2079.649902,7312745,BAJFINANCE.NS,-10.28644947,2020,34.8,1070.720713,1166.445388,1155.129771,11.31561691,-9.948338447
05-05-2020,Tuesday,526,529.9000244,515.6500244,520.4000244,4592828,HCLTECH.NS,1.195921131,2020,62.97,1063.230421,1067.053793,1108.112752,-41.05895918,-16.17046259
05-05-2020,Tuesday,681.75,685.5999756,670,673.7000122,6393053,INFY.NS,0,2020,57.53,981.0104168,1006.537827,1075.934031,-69.39620399,-26.81561087
05-05-2020,Tuesday,664.5827637,676.1490479,661.611145,667.7600098,44903763,RELIANCE.NS,1.773263237,2020,81.56,969.5209179,954.4181627,1045.698918,-91.28075548,-39.70863979
05-05-2020,Tuesday,1955.099976,1977,1927,1932.75,2905528,TCS.NS,0.119145737,2020,62.23,1040.91732,1104.930753,1111.406406,-6.475652675,-33.06204237
05-05-2020,Tuesday,938,944,908.0499878,911.4500122,14836429,HDFCBANK.NS,-1.251352957,2020,52.25,1050.71482,1075.164485,1096.594821,-21.43033579,-30.73570106
05-05-2020,Tuesday,528.0852051,543.4958496,516.3554077,518.3185425,30498970,BHARTIARTL.NS,-0.835690473,2020,57.62,1034.098246,989.4958787,1053.759541,-64.26366248,-37.44129334
05-05-2020,Tuesday,175,177.4499969,172,173.8999939,17707577,ITC.NS,-0.08618739,2020,39.71,996.6432461,864.0195887,988.5847599,-124.5651712,-54.8660689
05-05-2020,Tuesday,181,181.25,168.8000031,170.3999939,91050439,SBIN.NS,-4.724636242,2020,39.81,908.6407482,757.3088818,927.9784809,-170.6695991,-78.02677494
05-05-2020,Tuesday,414,418.75,386.5,389,50981056,AXISBANK.NS,-3.426014948,2020,44.81,907.9507488,700.6459769,888.054149,-187.4081721,-99.90305437
05-05-2020,Tuesday,861,869.7999878,835,836.9000244,4296433,LT.NS,-1.616410933,2020,44.85,940.8532497,721.6081381,884.2649546,-162.6568165,-112.4538068
05-05-2020,Tuesday,4995,5029.549805,4800,4829.850098,1570620,MARUTI.NS,-1.15526491,2020,40.01,1078.21326,1353.645363,1176.530521,177.1148419,-54.54007705
05-05-2020,Tuesday,2130,2135,1997,2002.349976,11521209,BAJFINANCE.NS,-3.716968258,2020,39.57,1144.645758,1453.446072,1237.702332,215.7437402,-0.483313611
05-05-2020,Tuesday,348,348,329.5499878,330.8500061,45069968,ICICIBANK.NS,-2.129857107,2020,50.04,1135.053929,1280.738985,1170.528086,110.2108994,21.65552899
05-05-2020,Tuesday,95.72499847,97,91.09999847,92.09999847,13864778,WIPRO.NS,-3.078140494,2020,44.37,1113.946429,1097.871449,1090.644524,7.226925013,18.7698082
05-05-2020,Tuesday,2101.199951,2121,2033.099976,2041.5,4304136,HINDUNILVR.NS,-1.975843482,2020,30.93,1207.318929,1243.045072,1161.078263,81.96680929,31.40920842
06-05-2020,Wednesday,171.1499939,173.3000031,166.5500031,171.1000061,73156432,SBIN.NS,0.410805301,2020,41.19,971.5589386,1078.130447,1087.74654,-9.616093529,23.20414803
06-05-2020,Wednesday,676.9000244,681.4500122,664.0499878,665.9000244,7934250,INFY.NS,-1.157783531,2020,55.43,972.0476807,1014.710382,1056.49865,-41.78826843,10.20566474
06-05-2020,Wednesday,838,848,817.5999756,837.2999878,5081524,LT.NS,0.047791058,2020,41.86,997.0101807,987.4164749,1040.261712,-52.84523722,-2.404515655
06-05-2020,Wednesday,4841.200195,5000,4710,4843.25,2214528,MARUTI.NS,0.277439301,2020,44,1234.421431,1580.621633,1321.964548,258.6570843,49.80780434
06-05-2020,Wednesday,2010,2131.899902,1952.349976,2106.25,13149696,BAJFINANCE.NS,5.188904321,2020,47.21,1235.751436,1661.487535,1380.059767,281.4277684,96.13179715
06-05-2020,Wednesday,92.84999847,94,90.5,93.52500153,10885580,WIPRO.NS,1.54723461,2020,50.56,1214.407684,1420.26253,1284.760895,135.5016347,104.0057647
06-05-2020,Wednesday,2049.949951,2073,2000,2010.199951,5127656,HINDUNILVR.NS,-1.533188774,2020,15.39,1281.232681,1511.022133,1338.497122,172.5250116,117.709614
06-05-2020,Wednesday,1939.800049,1953.699951,1893.599976,1903.599976,3517431,TCS.NS,-1.508214948,2020,61.79,1343.02468,1571.418724,1380.356592,191.0621321,132.3801176
06-05-2020,Wednesday,171.3999939,171.3999939,160.5,163.8999939,65586734,ITC.NS,-5.750431484,2020,17.91,1254.582179,1354.877381,1290.248696,64.62868509,118.8298311
06-05-2020,Wednesday,919,950,905.6500244,946.4000244,16892923,HDFCBANK.NS,3.834550632,2020,61.52,1256.32968,1292.034711,1264.778424,27.25628678,100.5151223
06-05-2020,Wednesday,331.5,345.5499878,325.25,341.3999939,49952812,ICICIBANK.NS,3.188752486,2020,52.97,1247.483752,1145.783216,1196.380022,-50.59680591,70.29273663
06-05-2020,Wednesday,385,394.4500122,368.0499878,388.8500061,67511628,AXISBANK.NS,-0.038558842,2020,45.04,1258.231253,1029.331953,1136.562984,-107.2310308,34.78798315
06-05-2020,Wednesday,512.2000122,526.7000122,506.2000122,519.0999756,6921533,HCLTECH.NS,-0.249817211,2020,59.16,1275.666252,950.8347257,1090.824983,-139.9902575,-0.167664973
06-05-2020,Wednesday,669.2915649,678.8692017,660.8339844,667.8057861,40489094,RELIANCE.NS,0.006855212,2020,89.76,1289.606541,907.2918119,1059.490228,-152.1984159,-30.57381516
06-05-2020,Wednesday,521.9503784,541.2873535,520.2817383,535.9377441,26074684,BHARTIARTL.NS,3.399299893,2020,64.75,1274.558427,850.1604169,1020.708562,-170.5481455,-58.56868123
07-05-2020,Thursday,1950.099976,2007,1902,1992.050049,185669922,HINDUNILVR.NS,-0.902890398,2020,16.17,1132.668425,1025.835745,1092.659784,-66.82403871,-60.21975272
07-05-2020,Thursday,1910,1934.449951,1883.349976,1891.650024,3166754,TCS.NS,-0.627755375,2020,62.42,1127.133427,1159.037942,1151.844246,7.193695825,-46.73706301
07-05-2020,Thursday,940.5,943.2999878,921.3499756,925,10915865,HDFCBANK.NS,-2.261202859,2020,56.19,1156.840927,1123.032104,1135.040968,-12.00886389,-39.79142319
07-05-2020,Thursday,337,342.8999939,333.7000122,336.75,27656346,ICICIBANK.NS,-1.362036901,2020,48.84,1169.073427,1002.065627,1075.908304,-73.84267718,-46.60167399
07-05-2020,Thursday,387,402.25,382.7000122,397.3500061,41339309,AXISBANK.NS,2.185932845,2020,45.66,1086.865928,909.0324545,1025.644726,-116.612272,-60.60379358
07-05-2020,Thursday,4899.5,4935.350098,4735,4749.299805,1530808,MARUTI.NS,-1.939817175,2020,41.13,1315.775917,1499.842816,1301.471029,198.3717875,-8.808677362
07-05-2020,Thursday,665.177063,691.9898682,660.6054077,688.9268188,50026966,RELIANCE.NS,3.162750781,2020,90.44,1316.927257,1375.086509,1256.097383,118.9891254,16.7508832
07-05-2020,Thursday,535.2997437,535.2997437,514.7849121,518.3185425,15823732,BHARTIARTL.NS,-3.287546334,2020,60.76,1300.978185,1243.276052,1201.447099,41.82895358,21.76649727
07-05-2020,Thursday,833,836.0499878,820.0999756,822.8499756,3529134,LT.NS,-1.725786745,2020,31.95,1099.958184,1178.595118,1173.402868,5.192250031,18.45164782
07-05-2020,Thursday,530,541.7999878,507.5499878,511.75,19998641,HCLTECH.NS,-1.415907519,2020,62.46,1020.233184,1076.003561,1124.391544,-48.387983,5.08372166
07-05-2020,Thursday,665.5499878,674.3499756,662.4500122,664.9500122,4779548,INFY.NS,-0.142665892,2020,58.83,1048.804434,1012.764553,1090.358838,-77.59428444,-11.45187956
07-05-2020,Thursday,164,165.8500061,160.5,161,24249585,ITC.NS,-1.76936791,2020,17.95,956.3444367,881.723853,1021.517443,-139.7935896,-37.12022156
07-05-2020,Thursday,92,92.69999695,90.59999847,92.05000305,11402138,WIPRO.NS,-1.57711676,2020,45.95,865.766938,760.2355684,952.6680026,-192.4324342,-68.1826641
07-05-2020,Thursday,170.8500061,172.5500031,168.8000031,170.75,42942399,SBIN.NS,-0.204562298,2020,34.71,866.1094383,669.5454809,894.7481505,-225.2026696,-99.5866652
07-05-2020,Thursday,2098.949951,2169.850098,2048.350098,2060.550049,7770204,BAJFINANCE.NS,-2.169730619,2020,44.19,921.8169396,883.5461837,981.1038467,-97.55766302,-99.18086476
08-05-2020,Friday,92.59999847,93,91.27500153,92,8227344,WIPRO.NS,-0.054321619,2020,46.7,909.3469399,761.7698477,915.2443025,-153.4744548,-110.0395828
08-05-2020,Friday,942,943.9500122,925.2000122,929.0499878,10403742,HDFCBANK.NS,0.437836518,2020,52.76,936.3569389,787.5052539,916.2669459,-128.761692,-113.7840046
08-05-2020,Friday,1939.099976,1939.5,1886.25,1893.400024,2686530,TCS.NS,0.092511827,2020,57.05,1005.071941,957.6429108,988.6471739,-31.00426303,-97.22805629
08-05-2020,Friday,520.8499756,522.5,502.3999939,518.4000244,10120968,HCLTECH.NS,1.299467399,2020,64.98,997.6016533,890.0670822,953.8140517,-63.74696953,-90.53183894
08-05-2020,Friday,344,352.5,333.7000122,337.7000122,42968091,ICICIBANK.NS,0.282112014,2020,40.23,987.6897667,805.0875329,908.1759747,-103.0884418,-93.0431595
08-05-2020,Friday,2130,2130,2015,2024.150024,6966375,BAJFINANCE.NS,-1.766519791,2020,39.25,989.2947654,992.6356085,990.8407191,1.794889396,-74.07554972
08-05-2020,Friday,163.9499969,164.1499939,157.1000061,158.25,25307015,ITC.NS,-1.708074534,2020,13.19,902.6247642,864.2685918,929.1673325,-64.89874069,-72.24018792
08-05-2020,Friday,2074.949951,2098,2036,2089.449951,16100226,HINDUNILVR.NS,4.889430484,2020,28.97,960.8472618,1052.758032,1015.114193,37.64383855,-50.26338262
08-05-2020,Friday,172.4499969,173.8000031,166.1000061,166.6499939,55932236,SBIN.NS,-2.401174878,2020,26.83,952.3422615,916.4337182,952.2649932,-35.83127501,-47.3769611
08-05-2020,Friday,833,834.8499756,810,815.9500122,4394509,LT.NS,-0.83854452,2020,24.76,973.2722618,900.9746865,942.1675872,-41.1929007,-46.14014902
08-05-2020,Friday,672.25,680.9000244,668.5,674.2000122,8400321,INFY.NS,1.391082011,2020,59.58,769.5172721,866.0862751,922.3181372,-56.23186213,-48.15849164
08-05-2020,Friday,530.0483398,535.7414551,518.5639648,520.2817383,13847608,BHARTIARTL.NS,0.37876241,2020,60.76,761.0850181,812.8855771,892.5376632,-79.6520861,-54.45721053
08-05-2020,Friday,706.3220215,722.2770996,702.7103882,714.0024414,84262770,RELIANCE.NS,3.63980932,2020,90.42,770.8692131,797.672787,879.3128319,-81.64004496,-59.89377742
08-05-2020,Friday,4874,4879,4637.5,4654.149902,1828141,MARUTI.NS,-2.003451167,2020,27.26,962.4342094,1390.976959,1158.930393,232.0465658,-1.505708767
08-05-2020,Friday,403.5,409.4500122,379.6499939,382.0499878,33505509,AXISBANK.NS,-3.850514175,2020,30.6,955.9492088,1235.757425,1101.383696,134.3737285,25.67017869
11-05-2020,Monday,937,954,914,915.7999878,14275392,HDFCBANK.NS,-1.42618806,2020,45.43,968.4917076,1186.533204,1087.636755,98.89644885,40.31543272
11-05-2020,Monday,2083,2116.550049,2035.949951,2048,11158755,HINDUNILVR.NS,-1.983773344,2020,29.26,1062.841708,1319.066557,1158.774773,160.291784,64.31070297
11-05-2020,Monday,391,393.5,376.8500061,379.5499878,30141935,AXISBANK.NS,-0.654364633,2020,33.32,1077.216707,1174.525546,1101.054418,73.47112781,66.14278794
11-05-2020,Monday,160,163.5,158,158.4499969,18095473,ITC.NS,0.126380378,2020,16.64,1076.601707,1018.206231,1031.231869,-13.02563773,50.30910281
11-05-2020,Monday,526,534.9000244,521.2000122,527.5499878,4425540,HCLTECH.NS,1.765039149,2020,64.02,999.9517036,942.7206551,993.9220997,-51.20144465,30.00699332
11-05-2020,Monday,341,343.5499878,318.2000122,320.1499939,83665601,ICICIBANK.NS,-5.196925578,2020,39.55,1011.359203,846.9405533,944.0130548,-97.07250149,4.591094355
11-05-2020,Monday,1909,1951.400024,1909,1935.300049,2449841,TCS.NS,2.212951509,2020,59,1061.671706,1014.380476,1017.441721,-3.061245315,3.060626421
